Date,ASHR,FXI,KWEB,MCHI,SPY
2019-01-16,21.709867477416992,34.98633575439453,35.734310150146484,49.562164306640625,235.40170288085938
2019-01-17,21.709867477416992,35.09770584106445,36.043128967285156,49.88026428222656,237.18763732910156
2019-01-18,21.849151611328125,35.44037628173828,36.89898681640625,50.49879837036133,240.3446044921875
2019-01-22,21.42201042175293,34.71220779418945,35.61960983276367,49.1910400390625,237.097412109375
2019-01-23,21.607725143432617,35.10627746582031,35.9372444152832,49.553321838378906,237.593505859375
2019-01-24,21.802722930908203,35.474639892578125,36.528411865234375,50.20720291137695,237.7197723388672
2019-01-25,22.174150466918945,36.142845153808594,37.701908111572266,51.108489990234375,239.731201171875
2019-01-28,21.969863891601562,35.84300994873047,37.24309539794922,50.71086502075195,237.9092254638672
2019-01-29,22.007007598876953,35.84300994873047,37.093101501464844,50.69319152832031,237.593505859375
2019-01-30,22.248432159423828,36.47694396972656,37.613677978515625,51.75353240966797,241.35484313964844
2019-01-31,22.517717361450195,36.95668411254883,38.63718032836914,52.40741729736328,243.47442626953125
2019-02-01,22.462007522583008,36.614013671875,38.275421142578125,52.08931350708008,243.5917205810547
2019-02-04,22.38771629333496,36.65684509277344,38.65481948852539,52.23952102661133,245.30552673339844
2019-02-05,22.66628646850586,37.18798065185547,39.54597473144531,53.19382858276367,246.33384704589844
2019-02-06,22.443431854248047,36.733951568603516,38.875404357910156,52.64598846435547,246.00906372070312
2019-02-07,22.239151000976562,36.3313102722168,37.81660842895508,51.87723922729492,243.66392517089844
2019-02-08,22.109148025512695,36.339881896972656,38.16071701049805,51.930259704589844,243.9615478515625
2019-02-11,22.703432083129883,36.44267654418945,38.76069641113281,52.08931350708008,244.09686279296875
2019-02-12,22.898427963256836,36.51121520996094,39.27245330810547,52.28370666503906,247.23580932617188
2019-02-13,23.362712860107422,36.853878021240234,39.23715591430664,52.57529830932617,248.03851318359375
2019-02-14,23.381282806396484,36.71681213378906,39.38715362548828,52.31904983520508,247.48831176757812
2019-02-15,23.24199867248535,36.51978302001953,38.698936462402344,51.95676803588867,250.18533325195312
2019-02-19,23.947711944580078,37.05091094970703,39.228328704833984,52.61064529418945,250.61827087402344
2019-02-20,24.07771110534668,37.26508331298828,39.63420486450195,52.93757629394531,251.1233673095703
2019-02-21,23.845563888549805,37.179412841796875,39.087162017822266,52.82271194458008,250.2304229736328
2019-02-22,24.579132080078125,37.81334686279297,40.648887634277344,53.838871002197266,251.7818603515625
2019-02-25,26.12055206298828,38.56721878051758,41.75179672241211,54.828529357910156,252.12460327148438
2019-02-26,25.78626823425293,38.250247955322266,41.34592819213867,54.64297103881836,251.9442138671875
2019-02-27,25.628414154052734,37.63344955444336,41.39004135131836,53.997928619384766,251.83599853515625
2019-02-28,25.4984130859375,37.3764533996582,41.32827377319336,53.64447784423828,251.36697387695312
2019-03-01,26.176267623901367,37.83904266357422,40.99298858642578,54.086280822753906,252.93634033203125
2019-03-04,26.399124145507812,38.05321502685547,41.495914459228516,54.66063690185547,252.01634216308594
2019-03-05,26.621978759765625,38.524383544921875,42.713531494140625,55.54426193237305,251.673583984375
